PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
47.62,101.06,4.61,26.48,17.51,0.8,12.67,53.25,4.23,5.96,3.57,1
44.65,76.94,7.7,32.65,18.43,1.01,6.99,53.31,4.99,10.19,6.15,1
44.44,81.9,4.92,25.0,14.71,0.86,7.73,26.08,4.04,10.17,4.43,3
44.81,74.15,4.97,24.3,12.08,0.79,14.42,44.42,3.77,5.9,2.84,3
58.43,96.69,4.27,29.01,11.75,0.97,10.38,52.16,4.74,7.05,4.1,3
64.91,93.18,9.34,43.66,10.9,1.06,11.89,38.43,6.76,9.73,7.98,1
37.5,65.46,4.61,19.09,10.7,0.77,7.61,34.08,3.21,6.48,2.88,3
29.34,53.15,5.17,18.55,10.38,0.77,9.45,36.52,3.31,6.3,2.73,3
12.94,30.1,7.27,17.48,8.39,0.67,5.62,24.79,2.93,5.79,3.34,3
18.14,36.89,7.57,21.59,7.69,0.71,8.4,31.53,2.96,5.39,3.06,3
48.11,92.4,13.64,45.09,8.72,1.05,14.04,38.94,5.37,8.04,5.42,3
71.88,112.68,10.83,54.12,9.21,1.21,12.59,40.8,6.42,11.87,7.09,1
67.16,105.6,24.19,70.94,10.33,1.46,18.95,34.74,8.58,13.49,11.16,1
63.98,104.47,31.77,71.81,12.69,1.61,26.27,39.16,8.0,12.33,9.25,1
60.85,101.39,19.14,51.12,15.22,1.81,32.42,29.42,4.56,8.12,8.52,1
68.5,94.0,24.41,61.14,15.74,1.64,19.71,56.0,9.18,14.26,12.69,1
56.0,94.0,16.46,60.94,16.97,1.62,19.54,67.32,8.59,12.78,11.09,1
78.65,120.82,3.86,28.57,15.63,1.2,8.27,80.0,5.07,8.23,3.74,1
77.51,115.91,3.53,26.66,14.09,1.15,9.79,75.77,5.0,7.55,3.51,1
68.7,106.53,3.72,26.07,12.74,1.13,8.59,70.65,5.25,6.77,4.07,1
72.89,108.85,3.44,23.94,12.01,1.18,10.66,92.13,5.22,6.49,2.84,1
76.4,120.03,3.77,31.02,11.23,1.14,12.94,97.23,5.33,8.33,3.51,1
71.11,122.95,4.09,33.96,10.81,1.11,12.68,91.7,4.93,6.79,3.54,1
64.44,113.83,11.55,61.25,10.06,1.45,17.52,56.33,7.97,11.32,10.74,1
66.78,107.4,15.84,63.11,10.25,1.53,16.82,56.55,8.63,12.55,12.29,1
66.07,110.91,19.17,68.27,12.38,1.59,18.76,48.74,9.13,13.33,11.53,1
63.54,100.06,29.12,72.33,13.21,1.74,22.0,41.06,10.13,14.93,12.19,1
60.96,109.68,32.81,71.71,17.92,1.71,22.92,42.1,9.32,14.46,11.85,1
61.68,102.75,27.7,81.21,19.94,1.6,25.38,40.32,9.24,14.49,11.38,1
61.23,102.48,33.02,85.44,21.23,1.64,25.54,38.35,13.52,25.99,23.31,1
63.17,96.29,34.01,80.13,23.54,1.68,40.55,43.78,10.03,16.13,15.45,1
61.53,102.83,21.07,69.96,21.14,1.58,20.38,53.4,8.31,14.98,9.34,1
68.77,105.94,15.35,63.18,20.06,1.55,23.3,61.76,8.07,14.36,8.14,1
63.62,103.65,28.1,68.05,17.8,1.64,24.5,57.9,11.08,12.79,10.15,1
66.66,99.53,26.05,71.79,17.33,1.53,21.3,63.94,9.88,12.74,11.84,1
66.92,108.85,3.95,25.19,14.95,1.0,11.07,85.63,4.85,7.16,2.92,1
41.55,80.48,5.24,30.56,12.69,0.99,6.67,58.45,5.0,7.78,3.71,3
32.6,67.24,4.72,26.56,12.21,0.94,8.0,55.43,4.24,6.35,3.15,3
52.58,93.04,3.81,24.96,13.43,0.98,6.34,88.45,4.93,6.05,2.46,1
74.8,113.48,4.47,30.06,12.76,1.06,8.32,86.68,5.29,6.24,3.29,1
43.18,77.91,4.38,28.66,11.01,1.0,10.04,76.9,4.86,6.39,3.41,1
50.53,64.11,6.98,36.44,11.29,1.04,27.9,68.2,5.12,7.54,4.11,3
64.4,80.16,21.16,58.46,13.02,1.49,34.58,56.16,8.49,11.29,10.9,1
65.44,102.77,11.34,57.17,14.36,1.41,37.75,68.11,7.45,9.57,8.24,1
57.84,116.72,4.68,36.03,12.89,1.19,35.72,91.9,5.69,7.33,3.83,1
46.03,95.57,4.18,20.92,11.64,1.02,33.88,84.98,4.67,6.39,2.03,1
40.99,71.42,4.2,18.21,10.59,0.96,34.07,87.04,4.04,4.68,1.77,1
48.07,84.67,3.86,18.08,10.72,0.96,32.54,93.76,4.34,4.75,2.23,1
62.66,102.67,4.05,22.56,12.02,1.15,31.35,90.96,5.54,5.84,2.8,1
71.8,117.17,4.18,30.64,11.53,1.18,31.52,83.67,5.81,6.53,3.57,1
52.28,113.57,8.7,46.05,9.93,1.14,32.89,61.72,5.59,8.82,5.51,1
69.5,104.08,24.59,65.42,11.01,1.49,31.48,52.04,8.75,11.76,11.55,1
59.38,107.2,36.33,67.64,12.79,1.48,18.63,56.03,8.97,12.18,12.09,1
64.2,104.71,25.37,74.72,14.22,1.55,18.98,56.84,9.29,14.33,11.82,1
61.85,100.85,34.99,77.27,14.55,1.53,19.86,58.88,9.29,13.28,12.08,1
63.14,99.22,42.75,77.15,17.05,1.82,23.87,54.52,10.4,12.42,11.64,1
67.26,102.33,36.66,77.47,17.05,1.84,21.77,51.71,10.26,13.83,12.15,1
65.86,96.71,40.45,71.11,16.19,1.67,20.15,50.28,11.28,18.38,12.22,1
79.29,123.67,19.87,48.03,14.96,1.48,18.57,83.35,6.1,9.62,6.87,1
63.52,101.09,50.66,64.9,16.48,1.63,14.27,46.2,9.52,12.96,12.9,1
66.59,108.45,31.18,53.96,15.33,1.55,12.91,55.78,7.9,11.25,9.4,1
56.0,94.0,4.13,41.25,18.3,1.52,11.0,92.97,7.57,7.69,5.05,1
56.0,94.0,20.37,57.45,17.17,1.69,8.02,65.25,9.4,10.33,9.09,1
56.0,94.0,29.71,53.1,15.55,1.67,5.13,65.98,8.39,9.7,7.7,1
71.19,112.65,19.61,55.17,13.73,1.57,6.8,56.32,8.04,10.17,8.13,1
63.51,97.56,9.2,38.43,11.49,1.38,1.44,55.05,6.13,8.99,6.6,1
38.25,77.84,4.34,33.05,11.28,1.1,1.23,49.63,4.33,7.0,4.62,1
62.3,101.33,32.35,42.11,13.2,1.32,6.48,50.55,7.39,9.91,8.19,3
66.77,100.24,14.68,46.67,15.92,1.39,4.81,64.8,6.96,8.48,6.38,1
68.9,105.73,4.1,29.76,15.04,1.27,5.03,92.19,5.95,7.01,3.48,1
69.58,123.12,8.34,39.5,13.31,1.22,7.2,85.63,5.19,7.27,4.28,1
47.15,88.98,28.39,59.46,12.24,1.41,6.3,54.57,7.66,9.94,9.41,1
57.31,92.42,26.36,51.83,11.47,1.35,3.42,56.85,7.5,9.97,9.73,1
56.08,95.9,30.36,60.14,12.74,1.46,6.48,47.06,7.75,11.21,10.7,1
61.58,96.12,37.11,63.83,13.36,1.5,13.46,39.83,7.54,11.51,11.67,1
55.21,97.03,23.46,52.63,13.92,1.36,16.88,41.86,6.27,12.3,8.52,1
66.21,107.1,29.48,41.29,14.6,1.28,7.78,49.79,5.73,9.67,8.09,1
71.24,111.64,4.86,28.97,15.76,1.21,4.35,76.59,4.56,5.77,2.5,1
73.17,113.17,3.86,18.95,13.54,0.95,3.3,90.96,3.5,4.92,1.47,1
76.86,123.73,3.89,23.54,13.1,0.98,4.77,105.22,3.72,5.78,1.95,1
67.81,108.77,10.99,57.83,13.76,1.42,8.65,64.86,6.43,9.81,8.44,1
68.03,111.45,21.88,68.69,14.33,1.54,18.4,67.78,5.11,7.06,7.43,1
62.88,102.81,19.8,70.47,14.2,1.48,15.37,60.23,0.0,0.0,0.0,1
77.1,107.71,4.09,30.17,13.78,1.1,5.99,104.87,0.0,0.0,0.0,1
80.78,122.62,4.28,29.97,14.36,1.11,4.71,109.76,0.0,0.0,0.0,1
80.65,120.43,4.27,33.64,17.02,1.21,12.21,153.23,0.0,0.0,0.0,2
74.57,122.65,4.4,33.51,12.92,1.18,3.76,103.82,0.0,0.0,0.0,1
63.88,114.71,11.79,51.04,12.48,1.26,8.36,73.47,1.12,1.49,1.03,1
55.47,103.58,23.55,56.26,14.51,1.31,6.47,55.26,11.25,15.29,10.55,1
68.84,118.21,4.66,30.0,14.17,1.05,7.12,94.31,7.01,12.18,5.25,1
82.19,127.59,3.74,25.96,15.25,1.12,4.77,100.61,8.61,13.06,2.9,1
68.09,106.33,15.05,36.01,15.4,1.26,6.49,64.59,10.52,16.76,5.66,1
90.15,165.54,53.09,46.57,12.61,1.57,19.63,40.84,12.94,19.62,8.64,1
68.13,109.16,13.95,23.93,12.54,0.84,9.77,48.52,7.27,12.71,4.7,1
84.78,144.43,24.92,26.01,13.7,1.3,10.28,61.69,8.5,12.92,4.27,1
95.17,154.56,20.56,40.05,13.6,1.26,11.5,42.12,9.36,18.77,5.95,2
93.11,149.8,18.12,41.89,12.94,1.36,9.69,39.06,10.62,12.36,5.19,2
64.85,125.5,20.28,30.29,11.71,0.77,7.15,52.79,6.97,11.21,4.06,1
95.92,172.76,30.03,45.33,12.74,1.42,10.41,43.94,9.87,17.42,7.57,1
96.96,170.32,36.16,44.16,12.37,1.87,20.63,32.07,9.81,18.91,6.84,2
98.42,191.04,21.82,53.95,12.88,1.09,17.72,37.53,10.17,20.58,6.82,2
90.31,159.65,14.53,50.7,13.9,1.31,11.52,34.48,15.97,17.2,2.91,2
86.33,161.9,10.63,41.98,13.41,0.95,14.14,38.68,9.27,14.52,1.75,1
97.24,177.05,15.93,54.72,14.31,1.07,17.66,45.07,0.0,0.0,0.0,1
108.49,191.72,23.48,51.15,13.4,1.1,14.45,40.81,0.0,0.0,0.0,2
90.15,158.52,11.15,50.13,12.76,0.95,10.94,32.96,0.0,0.0,0.0,2
72.66,134.1,14.45,38.14,11.97,0.81,8.28,39.94,0.0,0.0,0.0,1
50.1,92.38,8.21,24.89,10.5,0.68,3.41,47.33,0.0,0.0,0.0,1
47.32,108.45,17.57,29.69,9.05,0.74,5.12,43.6,0.72,1.8,0.36,1
54.3,122.19,22.18,31.76,6.86,1.3,4.77,32.83,4.65,9.92,2.39,1
74.8,181.65,40.55,51.11,9.42,1.57,10.04,39.01,7.32,13.83,3.81,1
103.57,205.91,44.55,67.56,14.22,1.74,31.92,40.03,8.81,15.57,4.77,2
69.93,177.61,26.33,51.53,11.25,1.5,14.76,37.05,6.57,15.12,2.23,1
90.56,171.09,28.42,50.92,12.55,1.48,15.12,40.75,6.8,14.97,2.16,1
78.47,143.79,6.54,41.19,12.33,0.86,17.2,34.93,4.63,12.8,1.05,1
78.02,138.38,12.65,39.22,11.86,1.27,21.8,29.06,4.26,6.15,1.21,1
61.52,116.64,13.59,34.28,10.79,1.24,14.93,28.19,4.65,10.47,1.25,1
48.68,110.73,12.59,32.48,10.06,1.22,20.24,25.74,3.44,6.22,1.16,1
50.3,116.4,15.84,36.34,10.0,1.28,25.92,20.73,4.12,6.22,1.28,1
51.17,93.34,10.66,25.74,10.25,1.01,18.59,28.0,2.76,4.78,0.6,1
54.92,100.52,11.29,26.63,10.56,1.18,11.52,36.23,3.97,4.62,0.88,1
72.35,120.28,7.05,26.9,10.58,0.68,13.36,33.81,2.58,4.79,0.71,1
68.0,134.8,15.89,33.52,10.38,1.22,10.82,32.05,4.43,8.88,1.26,1
67.1,124.23,19.87,32.02,10.23,1.17,10.37,31.9,3.33,6.39,1.05,1
84.69,175.98,31.39,50.97,10.46,1.41,25.77,46.36,5.6,11.39,1.97,1
72.19,142.93,19.01,47.3,10.9,0.83,14.73,53.58,5.33,15.04,1.39,1
76.47,174.14,19.99,56.43,10.42,1.38,15.05,45.82,5.56,12.99,1.99,1
52.09,115.14,11.88,40.5,9.64,1.16,10.11,34.81,3.67,8.86,1.06,1
29.71,62.1,8.95,26.24,8.06,0.62,10.14,20.75,1.92,5.64,0.65,3
22.3,53.71,22.37,22.88,8.23,1.01,12.79,15.05,3.02,7.24,1.09,1
24.57,58.88,17.16,18.35,8.27,1.08,8.84,11.06,2.66,4.88,0.96,1
19.72,42.65,14.08,13.58,8.15,0.96,4.49,13.87,2.05,3.83,0.84,1
22.26,51.86,17.06,21.42,7.91,1.05,10.69,13.5,2.51,6.24,0.86,1
26.23,61.07,18.86,20.68,8.03,0.7,9.99,12.16,3.4,8.77,1.09,3
28.4,45.37,16.39,13.13,17.92,0.72,8.13,17.81,2.81,7.74,4.32,1
45.77,82.12,12.66,15.24,7.59,0.45,13.53,16.28,2.74,7.6,2.4,3
50.47,94.74,19.86,14.84,8.75,0.92,7.48,26.05,4.49,10.03,2.42,3
42.41,78.96,4.08,18.12,8.36,1.19,3.49,29.83,3.33,10.59,4.25,1
36.17,62.62,18.53,23.85,8.31,0.83,4.73,17.71,4.22,12.31,7.81,1
36.92,78.56,18.26,23.69,8.93,0.94,10.12,17.9,4.8,19.41,5.07,1
40.35,85.47,16.28,23.26,9.15,0.98,10.05,16.28,4.31,12.44,4.64,1
47.45,99.17,13.13,23.88,9.84,1.02,10.64,17.6,3.89,11.04,3.79,1
51.6,107.27,6.73,23.09,9.27,0.56,12.14,19.16,3.11,9.99,3.26,1
56.22,109.69,14.0,24.25,10.07,1.17,12.52,20.22,3.94,10.43,3.47,1
48.4,84.08,10.83,22.58,8.84,1.0,5.62,17.43,3.03,9.87,3.26,1
47.43,92.46,16.78,23.01,8.9,1.07,8.49,12.91,3.69,13.29,3.81,1
48.72,108.98,16.61,24.53,8.96,0.72,13.48,14.31,3.75,11.93,3.6,3
52.68,123.59,19.18,28.39,8.47,1.14,21.56,14.58,3.67,10.09,3.34,1
33.5,96.75,4.44,21.75,8.1,0.56,11.56,15.12,2.8,7.48,2.84,1
30.71,82.42,15.06,15.91,8.4,1.11,15.93,9.32,4.06,9.33,2.72,3
30.48,92.82,21.87,12.79,8.67,1.68,15.52,9.25,4.01,9.75,2.97,1
30.66,110.0,25.5,13.76,8.66,1.71,19.38,9.29,5.16,10.52,3.23,1
33.98,96.5,19.02,15.38,8.54,1.55,16.77,9.57,4.51,9.33,2.68,1
32.45,103.49,11.54,16.13,7.34,1.12,14.92,12.39,3.75,8.49,2.19,1
28.03,75.36,23.69,16.11,8.58,1.65,14.5,6.85,3.72,9.57,2.67,3
30.18,86.28,20.43,15.4,7.65,1.58,14.6,7.31,3.98,10.54,2.74,1
39.15,96.82,15.51,17.95,7.8,1.6,14.55,11.03,3.66,8.2,2.24,1
46.38,104.17,18.44,20.15,9.16,1.74,16.06,13.89,3.73,9.15,2.55,1
45.34,99.45,15.11,18.06,39.01,1.7,14.11,17.01,3.68,9.2,2.55,1
45.08,98.0,17.0,18.38,9.31,1.71,15.15,16.39,4.09,9.1,2.54,1
30.88,66.79,7.24,17.28,7.43,0.98,11.21,11.83,2.24,6.72,1.74,3
28.6,81.5,11.94,17.27,13.21,0.9,8.72,11.9,1.61,5.02,1.2,1
47.12,96.39,1.2,0.17,0.15,1.25,4.36,80.43,2.67,6.02,1.07,1
22.41,48.12,0.92,5.76,0.12,0.71,5.35,49.78,2.59,5.84,1.04,3
28.03,55.26,2.6,4.43,0.62,0.79,4.23,62.64,2.69,5.38,1.01,3
29.4,61.49,5.56,13.63,0.77,0.75,5.03,68.2,2.67,5.08,0.99,3
42.25,81.14,6.16,13.34,1.17,0.83,6.52,75.27,2.89,5.38,1.15,3
54.75,97.61,6.11,2.68,1.04,0.8,7.43,79.11,3.19,5.58,1.04,3
60.62,109.46,6.19,0.38,1.11,0.85,7.45,109.06,2.84,4.93,0.93,1
33.02,72.5,1.64,19.44,0.14,0.75,5.84,89.53,2.7,4.62,0.62,1
30.55,54.72,4.37,16.56,1.38,0.76,3.89,63.31,2.92,4.8,1.09,3
13.1,27.08,5.88,14.82,3.82,0.74,4.74,42.26,2.61,4.33,1.05,3
6.48,22.89,7.13,11.61,1.39,0.74,5.57,29.49,2.63,5.43,1.45,3
7.8,18.72,8.16,14.27,1.13,0.76,5.12,22.19,2.55,5.67,1.68,3
10.89,28.9,7.06,10.62,1.49,0.71,6.13,30.74,2.58,6.78,1.19,3
15.12,28.67,1.78,8.23,1.72,0.63,5.84,31.24,1.93,5.37,0.66,3
13.71,28.68,5.91,10.58,7.27,0.82,6.95,19.47,1.58,4.58,0.83,3
38.17,61.47,4.55,8.68,2.41,0.79,4.93,42.78,2.83,5.74,0.83,3
61.5,106.56,4.52,11.39,2.19,0.91,5.98,75.21,3.53,7.69,1.09,3
67.51,130.08,11.25,25.32,13.3,1.02,8.7,72.79,3.51,6.98,1.81,1
72.41,138.21,8.14,28.02,8.59,0.93,9.69,110.54,4.31,8.7,1.94,1
69.52,119.5,11.08,30.52,9.98,0.94,8.78,121.73,3.47,6.73,1.07,1
70.0,124.86,1.39,31.12,10.32,0.98,8.23,121.71,3.74,5.86,1.1,1
62.29,125.91,8.62,41.42,10.87,1.07,7.34,95.86,4.46,8.25,1.98,1
82.35,172.13,14.68,54.91,11.96,1.05,8.89,76.15,5.64,10.83,3.56,1
51.25,133.9,10.83,44.58,9.56,0.81,5.7,71.32,3.91,7.3,2.13,1
56.05,92.98,5.43,39.66,10.89,0.89,7.2,80.85,2.36,4.43,1.13,1
61.99,126.25,11.77,40.34,10.89,0.91,10.41,90.05,3.29,6.23,1.73,1
71.27,124.88,6.08,27.71,11.75,0.94,7.28,122.71,2.75,3.89,0.69,1
69.02,114.81,1.3,29.42,11.2,0.93,6.61,110.02,2.82,4.02,0.67,1
75.65,123.44,6.35,34.31,12.19,1.1,9.75,106.51,3.1,4.71,1.04,1
98.32,184.65,19.59,55.94,13.31,1.23,9.07,81.64,4.31,6.63,1.87,2
101.28,178.5,18.76,55.34,13.61,1.3,10.87,77.64,4.56,7.69,2.23,2
83.65,141.02,6.82,36.78,20.2,1.09,12.56,96.71,3.5,6.22,1.12,1
60.98,112.99,3.86,44.64,12.06,1.04,11.66,77.73,3.09,4.78,1.27,1
55.61,111.86,10.14,44.59,11.12,1.06,10.45,53.68,3.19,4.93,1.32,1
77.81,160.8,16.77,54.45,13.01,1.14,11.55,37.76,4.16,8.01,1.9,1
72.49,126.78,8.91,47.58,15.85,1.11,10.08,46.58,3.5,6.31,1.45,1
76.95,128.31,21.61,43.73,17.37,1.16,11.13,36.79,3.93,7.83,1.67,1
80.72,149.08,37.79,41.51,15.23,1.26,7.11,36.13,4.02,8.39,2.33,1
66.31,97.69,1.73,24.11,14.84,0.93,6.7,64.81,2.54,5.99,0.93,1
66.12,97.87,6.82,36.82,13.13,1.04,5.84,71.93,2.95,5.9,1.31,1
83.31,163.67,37.77,67.69,12.29,1.47,14.22,43.04,4.91,8.85,3.08,1
92.11,181.98,23.36,56.71,14.04,1.26,14.12,52.25,4.39,7.63,2.4,2
72.64,139.11,18.69,46.04,13.05,1.09,26.03,63.46,4.02,6.61,1.65,1
55.81,121.39,4.86,43.94,11.15,0.91,9.21,77.78,3.0,5.47,1.29,1
72.83,137.31,10.25,54.01,12.09,1.12,6.59,69.33,3.83,6.36,1.87,1
67.7,110.88,4.24,41.12,12.53,1.1,6.93,82.73,3.28,6.32,1.46,1
89.92,178.94,29.44,52.59,13.92,1.39,10.78,57.23,4.44,7.57,2.32,1
113.04,195.51,27.63,61.96,16.66,1.47,40.38,48.63,4.99,8.59,3.09,2
117.2,183.31,19.69,45.4,16.56,1.32,13.44,65.61,4.23,6.44,2.09,2
115.56,168.7,6.88,39.23,16.31,1.21,8.55,82.6,3.6,4.26,1.2,2
123.9,202.38,16.37,60.49,17.16,1.45,15.18,66.62,4.47,6.7,2.26,2
101.93,176.88,15.87,55.93,14.37,1.2,16.39,69.82,3.76,6.4,1.72,2
88.29,195.79,28.26,60.83,11.48,1.28,16.54,57.78,4.7,7.63,2.68,2
52.25,103.4,9.07,52.56,11.33,1.08,6.26,52.57,3.59,6.08,1.71,1
58.56,100.61,2.43,32.45,12.22,0.93,5.44,80.89,2.76,4.18,1.01,3
67.75,113.01,1.62,23.54,12.58,0.93,8.38,112.64,2.62,3.18,0.56,1
59.73,99.04,1.73,23.69,11.68,0.95,5.75,95.39,2.7,3.67,0.66,1
64.22,106.57,1.69,28.36,11.86,1.02,9.84,98.75,2.96,3.6,0.73,1
72.28,132.6,16.74,52.03,13.35,1.33,12.67,90.33,3.04,5.95,1.65,1
112.67,234.51,66.29,83.29,21.58,1.95,34.16,35.0,3.17,6.12,2.4,2
89.89,183.69,42.93,59.18,14.24,1.5,11.99,57.98,4.57,7.79,3.35,2
106.06,218.15,63.93,75.76,13.74,1.78,12.97,49.1,5.24,9.12,3.95,2
92.74,200.4,51.53,70.87,15.97,1.6,14.41,54.14,5.0,8.18,3.5,2
100.71,196.05,25.73,60.68,15.67,1.19,12.79,68.59,5.72,6.42,2.42,2
63.83,116.56,2.04,33.16,15.07,0.88,10.25,101.8,2.45,4.42,0.8,1
98.05,191.53,19.01,62.83,16.65,1.28,13.18,70.78,4.17,6.77,1.99,1
123.81,289.19,33.55,70.69,19.8,1.52,15.06,60.26,6.32,7.06,2.61,2
128.34,254.08,34.94,69.88,21.94,1.64,15.88,50.55,5.62,7.25,2.76,5
117.2,210.61,13.04,52.2,22.54,1.19,16.11,33.98,4.21,8.39,1.74,2
199.94,283.0,36.34,62.91,27.2,2.11,14.33,37.74,5.08,7.05,2.3,5
113.89,203.02,20.08,47.37,19.15,1.37,11.01,60.7,4.12,5.69,1.9,5
123.38,233.26,12.64,53.99,20.14,1.48,17.97,52.2,4.36,5.93,1.77,2
104.12,200.75,13.68,50.03,17.26,1.39,12.76,39.92,4.37,5.94,1.84,2
83.42,168.22,22.29,56.14,14.19,1.33,14.01,43.42,3.7,5.85,1.79,1
85.14,187.51,32.49,57.47,14.41,1.41,10.54,43.48,3.83,5.69,2.23,1
103.95,249.97,36.89,60.86,16.32,1.52,14.32,49.83,4.1,6.25,2.66,2
90.25,199.35,34.06,58.21,18.07,1.48,11.72,52.56,3.84,5.57,2.03,2
93.18,213.01,21.82,63.07,18.96,1.52,12.21,52.3,4.12,5.62,2.11,1
108.47,262.9,59.45,87.42,19.17,1.7,13.74,31.71,4.89,7.16,3.01,2
83.94,152.19,21.27,38.1,17.95,0.99,18.12,80.72,5.16,8.94,2.54,1
87.12,156.83,13.37,44.15,17.01,1.04,9.01,77.9,5.9,9.41,2.99,1
95.29,202.2,31.84,68.01,16.09,1.24,21.3,52.07,7.86,14.99,6.39,2
92.94,187.71,17.43,65.32,16.16,1.15,11.28,61.19,7.66,21.31,3.84,2
73.77,168.36,16.91,61.11,14.09,1.15,2.45,57.06,7.47,19.38,3.85,1
81.05,210.94,20.17,69.86,14.98,1.19,3.83,46.84,8.43,22.89,4.88,1
78.53,205.06,32.51,65.58,16.54,1.25,9.44,44.32,8.41,15.95,4.8,1
63.4,191.95,26.6,62.86,15.52,1.06,11.92,33.84,7.49,14.47,4.31,1
65.06,179.27,31.51,58.17,16.39,1.16,11.79,33.73,7.41,14.98,4.76,1
69.68,183.64,43.41,57.75,19.37,1.02,11.14,32.3,8.28,14.87,6.18,1
62.76,139.55,23.22,49.41,18.36,0.66,9.09,21.18,6.68,17.02,3.81,1
51.09,114.01,18.01,47.2,16.05,0.59,10.01,28.8,7.01,20.99,3.29,1
49.31,125.65,25.44,41.02,13.87,0.61,9.03,18.52,6.7,18.5,3.86,1
52.48,119.12,12.38,38.01,13.99,0.59,8.76,15.79,7.64,13.03,2.86,3
72.97,129.71,4.22,29.17,11.54,0.44,10.67,31.16,6.39,9.11,1.92,1
52.38,113.91,0.98,6.49,1.42,0.51,8.12,81.06,4.17,7.44,1.8,1
67.26,169.98,4.29,11.17,2.05,0.71,10.5,58.92,7.43,13.43,4.97,1
72.41,150.5,3.63,8.09,0.98,0.65,10.83,47.88,5.91,10.28,3.92,1
82.74,155.27,1.0,0.51,0.15,0.73,10.53,30.64,7.24,12.42,4.18,1
66.72,112.92,0.44,0.64,0.19,0.49,10.45,44.98,4.92,13.43,2.18,1
78.83,143.59,0.84,0.81,0.24,0.54,9.74,34.1,5.97,9.42,2.72,1
81.56,161.53,5.29,18.27,4.64,0.72,10.34,29.31,6.56,16.56,3.43,1
72.27,183.23,24.48,49.32,11.02,0.81,10.01,32.77,7.49,13.37,4.3,1
71.19,194.15,18.76,65.2,11.49,0.74,17.08,37.11,7.24,17.12,3.6,1
76.45,188.84,16.74,58.72,12.7,0.77,16.64,36.6,6.53,18.67,3.38,1
86.82,256.85,85.97,90.43,16.13,1.71,29.37,20.95,11.15,34.23,9.54,1
61.99,250.5,83.36,66.23,19.18,1.11,24.09,35.85,9.57,17.78,8.39,2
58.94,171.6,15.01,80.37,19.85,0.94,21.12,49.87,6.75,12.01,4.33,1
48.33,136.39,11.32,59.48,16.1,0.77,17.88,37.29,5.89,12.9,3.35,1
50.69,151.74,16.79,67.88,15.15,0.76,19.73,36.33,6.03,15.35,3.96,1
56.85,149.89,14.87,58.84,15.32,0.82,18.51,38.14,7.16,17.09,3.79,1
54.86,138.5,12.4,49.57,15.31,0.77,22.91,31.66,5.59,14.59,2.52,1
37.05,124.78,7.76,56.87,13.23,0.71,39.68,28.0,5.0,11.26,2.28,1
31.85,118.47,9.1,57.8,10.22,0.71,27.14,26.32,4.86,9.74,2.05,1
47.48,133.72,10.51,51.33,12.15,0.83,20.42,24.56,5.41,12.49,2.99,1
48.65,123.68,5.95,43.91,12.89,0.77,15.75,43.75,6.14,17.79,2.12,1
64.04,147.36,13.35,48.57,18.27,0.88,13.82,31.67,6.19,14.16,3.57,1
50.73,96.61,2.52,20.95,16.02,0.54,2.57,50.33,3.14,6.63,1.57,1
45.48,84.41,2.12,23.2,15.28,0.56,3.81,52.11,3.07,6.31,1.34,3
60.64,143.53,12.17,44.34,15.37,0.75,11.94,45.95,6.26,11.09,3.4,1
63.92,142.07,7.35,52.48,12.73,0.82,14.67,42.88,5.56,10.35,2.71,1
57.28,125.83,9.02,48.37,12.37,0.73,19.82,31.2,5.77,10.27,2.7,1
48.89,122.96,10.99,55.29,10.16,0.78,18.72,27.85,6.25,14.94,3.05,1
39.85,123.78,9.77,56.73,10.12,0.78,22.65,29.5,6.55,17.08,3.14,1
42.34,107.78,16.56,39.02,10.74,0.83,20.9,11.81,5.38,9.71,2.89,1
42.47,83.23,7.66,34.41,12.16,0.62,10.7,20.39,5.0,9.77,1.87,3
96.1,175.91,9.9,66.65,15.38,1.1,15.43,57.75,8.82,13.14,4.33,1
93.98,157.14,8.91,52.36,14.86,0.91,11.91,51.39,6.68,16.1,3.0,2
67.56,108.03,7.26,39.88,14.5,0.66,9.05,37.93,4.75,10.86,2.13,1
55.97,106.51,8.08,40.7,12.55,0.64,17.06,22.72,4.24,9.59,2.33,1
60.63,120.63,14.38,46.99,14.27,0.76,22.86,10.8,5.29,9.51,3.03,1
51.64,108.06,10.31,41.97,11.16,0.68,16.68,17.12,5.31,9.47,2.61,1
55.66,139.74,5.8,41.72,11.71,0.93,13.78,17.41,5.6,7.3,2.44,1
54.05,115.06,4.25,31.7,12.93,0.65,8.25,25.26,4.19,6.07,2.04,1
45.64,97.95,4.34,27.43,13.32,0.54,4.7,29.04,2.62,3.95,1.15,1
51.89,114.38,7.66,37.22,11.49,0.72,9.25,23.1,4.26,7.25,2.21,3
48.2,107.48,12.51,40.51,10.91,0.67,24.17,13.97,4.89,7.96,2.8,1
30.53,74.44,9.91,29.04,7.57,0.56,18.48,12.55,4.26,8.72,2.41,3
27.49,67.21,5.33,29.4,9.57,0.57,10.65,17.22,3.54,6.88,2.2,3
29.82,75.32,5.43,27.29,8.17,0.52,10.8,21.54,3.7,6.73,2.01,3
38.7,94.22,7.62,39.01,7.64,0.6,14.53,20.53,4.06,8.45,2.79,3
36.96,88.07,9.2,34.75,7.44,0.62,10.53,19.03,4.42,10.19,2.46,1
